Time,PacketCounts
2022-11-30 23:00:00,11.000621890547263
2022-12-01 00:00:00,9.113558155540261
2022-12-01 01:00:00,9.737550471063257
2022-12-01 02:00:00,9.299600532623169
2022-12-01 03:00:00,9.54620253164557
2022-12-01 04:00:00,9.291301416048551
2022-12-01 05:00:00,9.045363575717145
2022-12-01 06:00:00,9.367445054945055
2022-12-01 07:00:00,11.024258760107816
2022-12-01 08:00:00,11.586810228802154
2022-12-01 09:00:00,11.894520547945206
2022-12-01 10:00:00,11.565718157181571
2022-12-01 11:00:00,11.69429347826087
2022-12-01 12:00:00,11.480563002680965
2022-12-01 13:00:00,11.808310991957105
2022-12-01 14:00:00,12.98566552901024
2022-12-01 15:00:00,12.60053799596503
2022-12-01 16:00:00,11.5210027100271
2022-12-01 17:00:00,11.782518926359257
2022-12-01 18:00:00,8.992527173913043
2022-12-01 19:00:00,9.557666214382632
2022-12-01 20:00:00,9.324561403508772
2022-12-01 21:00:00,9.639558924879394
2022-12-01 22:00:00,9.19751809720786
2022-12-01 23:00:00,10.50188679245283
2022-12-02 00:00:00,9.198074277854195
2022-12-02 01:00:00,10.186157517899762
2022-12-02 02:00:00,9.39346494213751
2022-12-02 03:00:00,9.191095890410958
2022-12-02 04:00:00,9.31651376146789
2022-12-02 05:00:00,9.706675657451113
2022-12-02 06:00:00,9.344296710986704
2022-12-02 07:00:00,10.992307692307692
2022-12-02 08:00:00,9.80749014454665
2022-12-02 09:00:00,11.307953772943575
2022-12-02 10:00:00,11.679513184584179
2022-12-02 11:00:00,11.736842105263158
2022-12-02 12:00:00,11.730405405405405
2022-12-02 13:00:00,11.85588035350102
2022-12-02 14:00:00,11.621201890614449
2022-12-02 15:00:00,12.889270976616231
2022-12-02 16:00:00,11.78287255563048
2022-12-02 17:00:00,11.821917808219178
2022-12-02 18:00:00,9.192411924119241
2022-12-02 19:00:00,9.85667107001321
2022-12-02 20:00:00,9.619492656875835
2022-12-02 21:00:00,9.275579809004093
2022-12-02 22:00:00,9.27319587628866
2022-12-02 23:00:00,10.916883116883117
2022-12-03 00:00:00,9.303030303030303
2022-12-03 01:00:00,9.719115734720416
2022-12-03 02:00:00,9.858433734939759
2022-12-03 03:00:00,9.480716253443527
2022-12-03 04:00:00,9.351762266758811
2022-12-03 05:00:00,9.344406779661018
2022-12-03 06:00:00,9.195756331279945
2022-12-03 07:00:00,10.622161046111493
2022-12-03 08:00:00,9.673705722070844
2022-12-03 09:00:00,9.373485868102287
2022-12-03 10:00:00,9.443484042553191
2022-12-03 11:00:00,10.07681660899654
2022-12-03 12:00:00,9.959084604715672
2022-12-03 13:00:00,11.309782608695652
2022-12-03 14:00:00,11.682474226804123
2022-12-03 15:00:00,12.616400277970813
2022-12-03 16:00:00,11.39853137516689
2022-12-03 17:00:00,9.316891891891892
2022-12-03 18:00:00,9.316955017301039
2022-12-03 19:00:00,9.561475409836065
2022-12-03 20:00:00,9.43885394828791
2022-12-03 21:00:00,9.4159231297186
2022-12-03 22:00:00,9.140298507462687
2022-12-03 23:00:00,10.485549132947977
2022-12-04 00:00:00,9.329751511081263
2022-12-04 01:00:00,10.173677884615385
2022-12-04 02:00:00,9.440109514031485
2022-12-04 03:00:00,9.364505119453925
2022-12-04 04:00:00,9.441176470588236
2022-12-04 05:00:00,9.50911546252532
2022-12-04 06:00:00,9.421383647798741
2022-12-04 07:00:00,10.80446549391069
2022-12-04 08:00:00,9.4604125083167
2022-12-04 09:00:00,9.733062330623307
2022-12-04 10:00:00,9.430034129692833
2022-12-04 11:00:00,9.723870056497175
2022-12-04 12:00:00,9.624653739612189
2022-12-04 13:00:00,9.710974778459441
2022-12-04 14:00:00,9.45933014354067
2022-12-04 15:00:00,10.484683458134786
2022-12-04 16:00:00,9.879476584022038
2022-12-04 17:00:00,9.641131815044858
2022-12-04 18:00:00,9.36892539356605
2022-12-04 19:00:00,9.573907009021513
2022-12-04 20:00:00,9.39553752535497
2022-12-04 21:00:00,9.351663272233537
2022-12-04 22:00:00,9.322981366459627
2022-12-04 23:00:00,10.367488931056293
2022-12-05 00:00:00,9.519944979367263
2022-12-05 01:00:00,9.812624584717607
2022-12-05 02:00:00,9.260987153482082
2022-12-05 03:00:00,9.806866952789699
2022-12-05 04:00:00,9.461118690313779
2022-12-05 05:00:00,9.415521978021978
2022-12-05 06:00:00,9.156293222683264
2022-12-05 07:00:00,10.749019607843136
2022-12-05 08:00:00,10.373799725651578
2022-12-05 09:00:00,11.649760109664154
2022-12-05 10:00:00,11.732871972318339
2022-12-05 11:00:00,11.713998660415271
2022-12-05 12:00:00,11.812586445366529
2022-12-05 13:00:00,11.747790618626784
2022-12-05 14:00:00,11.776406035665294
2022-12-05 15:00:00,12.416893732970028
2022-12-05 16:00:00,11.555929919137466
2022-12-05 17:00:00,11.595287595287596
2022-12-05 18:00:00,9.021433355659745
2022-12-05 19:00:00,9.429639700883753
2022-12-05 20:00:00,9.312415654520917
2022-12-05 21:00:00,9.272980501392757
2022-12-05 22:00:00,9.42786561264822
2022-12-05 23:00:00,10.45448798988622
2022-12-06 00:00:00,9.611520428667113
2022-12-06 01:00:00,9.681022880215343
2022-12-06 02:00:00,10.134438305709024
2022-12-06 03:00:00,10.99831081081081
2022-12-06 04:00:00,9.219041278295606
2022-12-06 05:00:00,9.054183813443073
2022-12-06 06:00:00,9.035936420179683
2022-12-06 07:00:00,9.933423913043478
2022-12-06 08:00:00,11.33029315960912
2022-12-06 09:00:00,11.250675675675677
2022-12-06 10:00:00,10.72675879396985
2022-12-06 11:00:00,12.752200406228843
2022-12-06 12:00:00,11.555172413793104
2022-12-06 13:00:00,11.276406035665294
2022-12-06 14:00:00,11.508486082824168
2022-12-06 15:00:00,11.411088573360379
2022-12-06 16:00:00,11.426639621365787
2022-12-06 17:00:00,11.249824067558057
2022-12-06 18:00:00,8.999324324324323
2022-12-06 19:00:00,10.121495327102803
2022-12-06 20:00:00,9.090469613259668
2022-12-06 21:00:00,9.072967338429464
2022-12-06 22:00:00,8.936299292214358
2022-12-06 23:00:00,9.299324324324324
2022-12-07 00:00:00,9.286193029490617
2022-12-07 01:00:00,9.04778156996587
2022-12-07 02:00:00,9.284294234592446
2022-12-07 03:00:00,12.45021380574221
2022-12-07 04:00:00,13.295180722891565
2022-12-07 05:00:00,11.229693741677764
2022-12-07 06:00:00,9.054317548746518
2022-12-07 07:00:00,9.576131687242798
2022-12-07 08:00:00,9.790558510638299
2022-12-07 09:00:00,11.359078590785908
2022-12-07 10:00:00,11.346461949265688
2022-12-07 11:00:00,12.637474541751528
2022-12-07 12:00:00,11.544208361891707
2022-12-07 13:00:00,11.26865671641791
2022-12-07 14:00:00,11.40646492434663
2022-12-07 15:00:00,11.290983606557377
2022-12-07 16:00:00,11.428863172226004
2022-12-07 17:00:00,11.21914191419142
2022-12-07 18:00:00,9.124912280701754
2022-12-07 19:00:00,10.09379217273954
2022-12-07 20:00:00,9.127371273712738
2022-12-07 21:00:00,8.975911906400551
2022-12-07 22:00:00,9.159757330637007
